"parcela","location","sizeplot","state","Name","plotID","year","owner","Alive.parcela","Dead.parcela","AGB","min.DBH","max.DBH","mean.DBH","sd.DBH","areaplot35","areaplot10","AGB10","ACD10","AGB35","ACD35","AGB.plot","ACD"
"FEA_A01 P20 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P20",2013,"MarVin",142,2,68.2691247209009,10,108.8,20.1589928057554,12.747422660501,0.25,0.25,108.734693963642,52.192653102548,163.369960968319,78.417581264793,272.10465493196,130.610234367341
"FEA_A01 P21 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P21",2013,"MarVin",127,1,36.4880721360001,10,63.6,19.7,8.72390723111205,0.25,0.25,91.0101027336416,43.684849312148,56.5435363574557,27.1408974515787,147.553639091097,70.8257467637267
"FEA_A01 P22 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P22",2013,"MarVin",171,0,45.6117579686975,10,73.2,18.5684210526316,9.09353017379235,0.25,0.25,108.158942444418,51.9162923733206,75.3733505410685,36.1792082597129,183.532292985486,88.0955006330334
"FEA_A01 P23 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P23",2013,"MarVin",94,2,58.8659981798491,10,118,20.2064516129032,15.6041438647031,0.25,0.25,64.2893281135126,30.8588774944861,168.491726699357,80.8760288156915,232.78105481287,111.734906310178
"FEA_A01 P24 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P24",2013,"MarVin",120,0,48.9796265809216,10,77.3,21.2591666666667,11.0453876136156,0.25,0.25,78.9822892476752,37.9114988388841,118.131226609414,56.7029887725188,197.113515857089,94.6144876114029
"FEA_A01 P25 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P25",2013,"MarVin",97,2,86.6241456926957,10,156.2,23.1479166666667,17.5401553084804,0.25,0.25,88.5125628562066,42.4860301709792,250.931458730564,120.447100190671,339.444021586771,162.93313036165
"FEA_A01 P26 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P26",2013,"MarVin",147,6,37.2703803012035,10,80.5,17.7612244897959,8.42374700230534,0.25,0.25,101.888218345112,48.9063448056537,47.7138449084977,22.9026455560789,149.60206325361,71.8089903617326
"FEA_A01 P27 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P27",2013,"MarVin",110,0,46.5649654374197,10.1,95.4,19.8090909090909,11.3815200727307,0.25,0.25,84.8604534758134,40.7330176683904,101.258357339764,48.6040115230869,186.118810815578,89.3370291914774
"FEA_A01 P28 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P28",2013,"MarVin",142,5,71.3578292139734,10.1,127.6,21.7108695652174,13.5095407475288,0.25,0.25,111.604039105533,53.569938770656,172.440911467155,82.7716375042345,284.044950572688,136.34157627489
"FEA_A01 P29 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P29",2013,"MarVin",158,2,54.7362138131249,10,99.3,20.3258064516129,11.5127306085998,0.25,0.25,113.05894580364,54.2682939857474,106.744842228397,51.2375242696305,219.803788032037,105.505818255378
"FEA_A01 P30 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P30",2013,"MarVin",121,3,69.14747733206,10.2,77,22.4254237288136,13.1699618495296,0.25,0.25,107.768991787745,51.7291160581176,169.217721745083,81.2245064376398,276.986713532828,132.953622495757
"FEA_A01 P31 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P31",2013,"MarVin",130,0,41.8672423863504,10,95.4,18.233064516129,11.1918649446325,0.25,0.25,75.0352704525065,36.0169298172031,92.1242716645022,44.219650398961,167.159542117009,80.2365802161641
"FEA_A01 P32 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P32",2013,"MarVin",147,0,58.2425586236507,10.4,71.3,21.2077464788732,12.3483083743613,0.25,0.25,88.7934226707788,42.6208428819738,144.823938128667,69.5154903017602,233.617360799446,112.136333183734
"FEA_A01 P33 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P33",2013,"MarVin",158,1,97.6030679949353,10,143.8,20.9890322580645,15.0522706909455,0.25,0.25,113.717366900337,54.5843361121618,271.682989881345,130.407835143046,385.400356781682,184.992171255207
"FEA_A01 P34 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P34",2013,"MarVin",167,0,49.5343748493438,10,52.5,18.8892215568862,8.84142788132875,0.25,0.25,129.712546785881,62.2620224572227,69.8820996596229,33.543407836619,199.594646445503,95.8054302938416
"FEA_A01 P35 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P35",2013,"MarVin",135,0,49.5257785483998,10,57.2,20.8127819548872,9.88259423012236,0.25,0.25,102.403009576179,49.1534445965661,97.0016303555339,46.5607825706563,199.404639931713,95.7142271672224
"FEA_A01 P36 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P36",2013,"MarVin",113,1,48.1915737418315,10.1,66.8,20.112389380531,10.4816517641148,0.25,0.25,94.2289600658449,45.2299008316055,99.4162901059666,47.7198192508639,193.645250171811,92.9497200824695
"FEA_A01 P37 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P37",2013,"MarVin",143,0,89.1170992631279,10,82.1,22.7253521126761,13.7371755106313,0.25,0.25,128.877987577859,61.8614340373726,228.114535119767,109.494976857488,356.992522697627,171.356410894861
"FEA_A01 P38 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P38",2013,"MarVin",93,22,50.7097599884108,11.3,64.6,23.2161290322581,12.9022435723622,0.25,0.25,75.6152352480822,36.2953129190794,127.961873415189,61.4216992392909,203.577108663272,97.7170121583704
"FEA_A01 P39 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P39",2013,"MarVin",130,20,60.4215351622652,10,112,21.2875968992248,12.6640424020626,0.25,0.25,93.1622497380288,44.7178798742538,147.840456173392,70.9634189632284,241.002705911421,115.681298837482
"FEA_A01 P40 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P40",2013,"MarVin",141,2,74.4797852329154,10,82.1,21.6453237410072,13.107555200588,0.25,0.25,95.5217133899123,45.8504224271579,202.59755769478,97.2468276934946,298.119271084693,143.097250120652
"FEA_A01 P41 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P41",2013,"MarVin",115,0,35.8697738063128,10,50.9,19.8412844036697,9.8992724293924,0.25,0.25,79.9268963250713,38.3649102360342,64.2626138576879,30.8460546516902,144.189510182759,69.2109648877244
"FEA_A01 P42 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P42",2013,"MarVin",151,1,99.6158977634868,10.1,127.3,21.961744966443,15.7697306585314,0.25,0.25,115.362892857832,55.3741885717595,278.917408892111,133.880356268213,394.280301749943,189.254544839973
"FEA_A01 P43 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P43",2013,"MarVin",139,0,37.0508581600709,10.1,63.6,19.2964028776978,9.18099336351254,0.25,0.25,93.5588600894579,44.9082528429398,55.7282305341831,26.7495506564079,149.287090623641,71.6578034993477
"FEA_A01 P44 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P44",2013,"MarVin",125,0,67.9739316876119,10.3,70,22.3536,11.0837176714023,0.25,0.25,109.648937504875,52.6314900023398,163.466641393495,78.4639878688776,273.115578898369,131.095477871217
"FEA_A01 P45 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P45",2013,"MarVin",110,0,49.4259175203936,10,63.6,20.7236363636364,11.9244404578801,0.25,0.25,88.3730815801326,42.4190791584636,109.920317799256,52.7617525436428,198.293399379388,95.1808317021064
"FEA_A01 P46 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P46",2013,"MarVin",163,0,85.3302332732779,10,163.9,20.719375,14.0589168950174,0.25,0.25,131.010720075184,62.8851456360883,203.853692299375,97.8497723037,334.864412374559,160.734917939788
"FEA_A01 P47 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P47",2013,"MarVin",140,4,64.2316840606557,10.1,108.2,19.4171428571429,11.9895634643542,0.25,0.25,110.743642744778,53.1569485174934,145.099714484232,69.6478629524312,255.84335722901,122.804811469925
"FEA_A01 P48 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P48",2013,"MarVin",144,2,62.4508399612844,10.2,74.8,22.08125,11.2830460646274,0.25,0.25,114.878014164607,55.1414467990113,136.386239754314,65.4653950820708,251.264253918921,120.606841881082
"FEA_A01 P49 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P49",2013,"MarVin",139,0,43.6319094004723,10,76.3,19.2325757575758,10.369350728768,0.25,0.25,83.7882663996545,40.2183678718342,91.3072118240216,43.8274616755304,175.095478223676,84.0458295473645
"FEA_A01 P50 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P50",2013,"MarVin",127,11,43.6298505056877,10,65.8,20.2435483870968,10.6716724174157,0.25,0.25,84.4102753977617,40.5169321909256,91.2622152459893,43.8058633180748,175.672490643751,84.3227955090004
"FEA_A02 P01 100x100 2015","FEA_A02","100x100","AC","FE_Antimary_2015","P01",2015,"MarVin",360,67,222.356472669694,10,117.8,21.491061452514,15.401672523373,1,1,54.5180597707568,26.1686686899633,166.320922008147,79.8340425639107,220.838981778904,106.002711253874
"FEA_A02 P02 100x100 2015","FEA_A02","100x100","AC","FE_Antimary_2015","P02",2015,"MarVin",292,42,131.851344498634,10.1,79.3,22.1161512027491,12.9434331758254,1,1,45.643401640774,21.9088327875715,86.4721596815874,41.506636647162,132.115561322361,63.4154694347335
"FEA_A02 P03 100x100 2015","FEA_A02","100x100","AC","FE_Antimary_2015","P03",2015,"MarVin",426,80,375.290585195234,10,230.1,21.6647754137116,18.8391284572201,1,1,76.6337368378086,36.7841936821481,286.784644961662,137.656629581598,363.41838179947,174.440823263746
"FEA_A02 P04 100x100 2015","FEA_A02","100x100","AC","FE_Antimary_2015","P04",2015,"MarVin",251,29,217.609762480305,10,138.2,24.4958847736626,18.752504613409,1,1,39.6325646609542,19.023631037258,175.974574897818,84.4677959509526,215.607139558772,103.491426988211
"FEA_A02 P05 100x100 2015","FEA_A02","100x100","AC","FE_Antimary_2015","P05",2015,"MarVin",352,22,311.959325972295,10,175.7,23.9810344827586,18.607952409518,1,1,53.5115994675843,25.6855677444405,253.856168933858,121.850961088252,307.367768401442,147.536528832692
"FEA_A02 P06 100x100 2015","FEA_A02","100x100","AC","FE_Antimary_2015","P06",2015,"MarVin",363,52,299.716151626048,10,201.1,23.3204986149584,17.3376283388865,1,1,58.5166061402344,28.0879709473125,233.973579692225,112.307318252268,292.490185832459,140.395289199581
"FEA_A02 P07 100x100 2015","FEA_A02","100x100","AC","FE_Antimary_2015","P07",2015,"MarVin",392,115,259.285737932214,10,167.7,22.5061696658098,15.3800383742636,1,1,71.5612803754531,34.3494145802175,184.873153914348,88.7391138788872,256.434434289802,123.088528459105
"FEA_A02 P08 100x100 2015","FEA_A02","100x100","AC","FE_Antimary_2015","P08",2015,"MarVin",302,86,267.108163904507,10,153,23.3879598662207,19.0015697563764,1,1,60.9861082103547,29.2733319409703,201.870804879229,96.8979863420298,262.856913089583,126.171318283
"FEA_A02 P09 100x100 2015","FEA_A02","100x100","AC","FE_Antimary_2015","P09",2015,"MarVin",320,58,153.948552939878,10,111.8,20.894670846395,12.7441022171879,1,1,52.6360335058551,25.2652960828104,100.91546602181,48.4394236904687,153.551499527665,73.7047197732792
"FEA_A02 P10 100x100 2015","FEA_A02","100x100","AC","FE_Antimary_2015","P10",2015,"MarVin",349,37,191.113625817346,10,127.9,20.8594202898551,15.0515057467469,1,1,63.5362908949381,30.4974196295703,126.31903935272,60.6331388893058,189.855330247658,91.1305585188761
"FEG_A01 P01 100x100 2017","FEG_A01","100x100","AC","FE_Gregorio_2017","P01",2017,"MarVin",579,0,318.009013210664,10,136.1,23.2614853195164,14.4505894279171,1,1,100.962869132802,48.4621771837449,217.142401399312,104.22835267167,318.105270532114,152.690529855415
"FEG_A01 P02 100x100 2017","FEG_A01","100x100","AC","FE_Gregorio_2017","P02",2017,"MarVin",529,0,349.833436779944,10,106.9,23.8421550094518,16.2000929397405,1,1,88.7383321531766,42.5943994335248,260.681576915488,125.127156919434,349.419909068665,167.721556352959
"FEG_A01 P03 100x100 2017","FEG_A01","100x100","AC","FE_Gregorio_2017","P03",2017,"MarVin",591,0,360.571098179197,10,141.4,23.5018612521151,15.3729394624551,1,1,94.2565983092774,45.2431671884531,265.523949263033,127.451495646256,359.780547572311,172.694662834709
"FEG_A01 P04 100x100 2017","FEG_A01","100x100","AC","FE_Gregorio_2017","P04",2017,"MarVin",622,0,383.950174833733,10,201.9,21.5099678456592,16.7433856577452,1,1,103.554927600518,49.7063652482487,274.176292465749,131.60462038356,377.731220066268,181.310985631808
"FEG_A01 P05 100x100 2017","FEG_A01","100x100","AC","FE_Gregorio_2017","P05",2017,"MarVin",800,0,230.232806561588,10,98.8,19.644125,10.1225403314992,1,1,128.087021963729,61.48177054259,104.194911452311,50.0135574971093,232.28193341604,111.495328039699
"FEG_A01 P06 100x100 2017","FEG_A01","100x100","AC","FE_Gregorio_2017","P06",2017,"MarVin",656,0,330.104770768059,10.1,152.3,21.3876524390244,14.7336945706743,1,1,105.759881553876,50.7647431458605,222.966953549915,107.024137703959,328.726835103791,157.78888084982
"FEG_A01 P07 100x100 2017","FEG_A01","100x100","AC","FE_Gregorio_2017","P07",2017,"MarVin",646,0,348.633877284557,10,153,22.250773993808,14.1711090862126,1,1,110.015870228265,52.8076177095671,237.847572625276,114.166834860132,347.863442853541,166.974452569699
"FEG_A01 P08 100x100 2017","FEG_A01","100x100","AC","FE_Gregorio_2017","P08",2017,"MarVin",610,0,323.016456350957,10,120.6,21.8027914614122,13.9053476350943,1,1,110.23986018223,52.9151328874702,212.073765650165,101.795407512079,322.313625832394,154.710540399549
"FEG_A01 P09 100x100 2017","FEG_A01","100x100","AC","FE_Gregorio_2017","P09",2017,"MarVin",761,0,337.156716965234,10,99.8,20.607358738502,11.4482300856292,1,1,147.377653599636,70.7412737278254,190.377873332286,91.3813791994971,337.755526931922,162.122652927322
"FEG_A01 P10 100x100 2017","FEG_A01","100x100","AC","FE_Gregorio_2017","P10",2017,"MarVin",676,0,322.100466908853,10,101.3,21.5745913818722,12.8024432373737,1,1,119.666343621322,57.4398449382347,203.017514918006,97.4484071606429,322.683858539328,154.888252098878
"FEG_A01 P11 100x100 2017","FEG_A01","100x100","AC","FE_Gregorio_2017","P11",2017,"MarVin",904,0,396.944853034111,10,137,22.0579646017699,12.9249320243801,1,1,151.006498849072,72.4831194475546,246.080096555845,118.118446346806,397.086595404917,190.60156579436
"FEG_A01 P12 100x100 2017","FEG_A01","100x100","AC","FE_Gregorio_2017","P12",2017,"MarVin",661,0,247.034214327534,10,103.6,20.6986384266263,11.3757829417253,1,1,108.379160802242,52.0219971850764,139.902233865919,67.1530722556413,248.281394668162,119.175069440718
"FEG_A01 P13 100x100 2017","FEG_A01","100x100","AC","FE_Gregorio_2017","P13",2017,"MarVin",797,0,247.512343441433,10,77.6,18.6908406524467,9.68007739705725,1,1,139.959226424004,67.1804286835218,108.57902762324,52.1179332591554,248.538254047244,119.298361942677
"FEG_A01 P14 100x100 2017","FEG_A01","100x100","AC","FE_Gregorio_2017","P14",2017,"MarVin",729,0,307.978342563547,10,99.4,20.3207133058985,11.2608980931417,1,1,146.110380141938,70.1329824681302,162.086565304631,77.8015513462227,308.196945446569,147.934533814353
"FEG_A01 P15 100x100 2017","FEG_A01","100x100","AC","FE_Gregorio_2017","P15",2017,"MarVin",659,0,304.082829968498,10,96.2,21.0036418816388,12.3826940258008,1,1,127.703459835255,61.2976607209226,176.55454971844,84.746183864851,304.258009553695,146.043844585774
"FEL_A01 P01 100x100 2018","FEL_A01","100x100","AC","FE_Liberdade_2018","P01",2018,"MarVin",546,11,308.081154472892,10,89.3,23.2484346224678,13.565245924478,1,1,97.5321699836832,46.8154415921679,211.12930424852,101.34206603929,308.661474232203,148.157507631457
"FEL_A01 P02 100x100 2018","FEL_A01","100x100","AC","FE_Liberdade_2018","P02",2018,"MarVin",516,17,261.149356412629,10,84.1,22.7294117647059,13.0543054060204,1,1,92.6693737782945,44.4812994135814,169.068559359854,81.1529084927299,261.737933138148,125.634207906311
"FEL_A01 P03 100x100 2018","FEL_A01","100x100","AC","FE_Liberdade_2018","P03",2018,"MarVin",476,20,273.460954596957,10,95.7,23.8629473684211,14.3056189628665,1,1,87.7138920725057,42.1026681948027,185.920220700942,89.2417059364524,273.634112773448,131.344374131255
"FEL_A01 P04 100x100 2018","FEL_A01","100x100","AC","FE_Liberdade_2018","P04",2018,"MarVin",552,38,240.089190632309,10.1,96.1,21.8409506398537,12.0311700417907,1,1,101.244524308563,48.5973716681103,139.750784007633,67.0803763236637,240.995308316196,115.677747991774
"FEL_A01 P05 100x100 2018","FEL_A01","100x100","AC","FE_Liberdade_2018","P05",2018,"MarVin",537,26,252.36879980589,10,163.9,20.9225140712946,13.361141181335,1,1,92.7286049767681,44.5097303888487,158.060031506696,75.8688151232143,250.788636483464,120.378545512063
"FEL_A01 P06 100x100 2018","FEL_A01","100x100","AC","FE_Liberdade_2018","P06",2018,"MarVin",566,28,227.693525816987,10,89.9,20.4613190730838,11.6634939190534,1,1,95.8831380711152,46.0239062741353,132.523242194741,63.6111562534758,228.406380265856,109.635062527611
"FEL_A01 P07 100x100 2018","FEL_A01","100x100","AC","FE_Liberdade_2018","P07",2018,"MarVin",490,13,220.318663312067,10,101.3,21.6108163265306,13.1734870901153,1,1,80.6530272904549,38.7134530994184,140.158566567279,67.2761119522938,220.811593857734,105.989565051712
"FEL_A01 P08 100x100 2018","FEL_A01","100x100","AC","FE_Liberdade_2018","P08",2018,"MarVin",614,16,262.396212161386,10,102.8,20.9334426229508,11.8997452588602,1,1,110.954324015518,53.2580755274489,152.030944795238,72.9748535017145,262.985268810757,126.232929029163
"FEL_A01 P09 100x100 2018","FEL_A01","100x100","AC","FE_Liberdade_2018","P09",2018,"MarVin",513,22,202.357235899246,10,97.4,20.6076320939335,12.1712792949691,1,1,85.4957028113438,41.037937349445,117.275718408123,56.2923448358993,202.771421219467,97.3302821853443
"FEL_A01 P10 100x100 2018","FEL_A01","100x100","AC","FE_Liberdade_2018","P10",2018,"MarVin",602,26,190.467890758076,10,73.8,19.2790697674419,9.35350986993499,1,1,119.64990459689,57.4319542065071,72.3848727087488,34.7447389001994,192.034777305639,92.1766931067065
"FEL_A01 P11 100x100 2018","FEL_A01","100x100","AC","FE_Liberdade_2018","P11",2018,"MarVin",455,17,268.5183761083,10,101.5,23.1616740088106,14.4562454042221,1,1,78.1106023242961,37.4930891156621,189.983213398896,91.19194243147,268.093815723192,128.685031547132
"FEL_A01 P12 100x100 2018","FEL_A01","100x100","AC","FE_Liberdade_2018","P12",2018,"MarVin",486,18,191.12369323827,10,150.9,20.6625514403292,12.4591620274071,1,1,77.7857256566143,37.3371483151749,113.12884593645,54.3018460494961,190.914571593065,91.638994364671
"FEL_A01 P13 100x100 2018","FEL_A01","100x100","AC","FE_Liberdade_2018","P13",2018,"MarVin",477,32,221.905268850336,10,85.9,21.4165605095541,12.9711489039875,1,1,81.8028514375176,39.2653686900085,140.523946681542,67.4514944071401,222.326798119059,106.716863097149
"FEL_A01 P14 100x100 2018","FEL_A01","100x100","AC","FE_Liberdade_2018","P14",2018,"MarVin",596,21,182.907674244595,10,89.1,19.3234006734007,10.3039216106088,1,1,94.1785489224571,45.2057034827794,89.2194565231136,42.8253391310945,183.398005445571,88.0310426138739
"FEL_A01 P15 100x100 2018","FEL_A01","100x100","AC","FE_Liberdade_2018","P15",2018,"MarVin",452,25,172.696606078084,10,131.8,20.7971175166297,12.1403007699125,1,1,77.3841963281053,37.1444142374906,95.160311323285,45.6769494351768,172.54450765139,82.8213636726673
"FEM_A01 P01 100x100 2017","FEM_A01","100x100","AC","FE_mogno_2017","P01",2017,"MarVin",593,44,176.045993929212,10,74.2,19.4677908937605,10.095854347714,1,1,97.2000147026156,46.6560070572555,79.7681229708796,38.2886990260222,176.968137673495,84.9447060832777
"FEM_A01 P02 100x100 2017","FEM_A01","100x100","AC","FE_mogno_2017","P02",2017,"MarVin",538,26,283.278337933711,10,181.4,21.4736059479554,14.0876112884562,1,1,92.1025604450432,44.2092290136207,189.270806333714,90.8499870401826,281.373366778757,135.059216053803
"FEM_A01 P03 100x100 2017","FEM_A01","100x100","AC","FE_mogno_2017","P03",2017,"MarVin",523,17,315.827722207052,10,116.6,23.5917782026769,15.1469060764955,1,1,92.679228134103,44.4860295043695,223.226291181166,107.14861976696,315.905519315269,151.634649271329
"FEM_A01 P04 100x100 2017","FEM_A01","100x100","AC","FE_mogno_2017","P04",2017,"MarVin",525,15,325.564285887881,10,197.4,22.4139047619048,16.4024498086029,1,1,83.6559243798157,40.1548437023115,239.213380039721,114.822422419066,322.869304419537,154.977266121378
"FEM_A01 P05 100x100 2017","FEM_A01","100x100","AC","FE_mogno_2017","P05",2017,"MarVin",525,11,289.885399810426,10,99.9,23.2828571428571,14.324778731774,1,1,90.5588639731013,43.4682547070886,200.206108745595,96.0989321978854,290.764972718696,139.567186904974
"FEM_A01 P06 100x100 2017","FEM_A01","100x100","AC","FE_mogno_2017","P06",2017,"MarVin",530,7,320.79388293152,10,172.9,22.4132075471698,16.2077408952786,1,1,83.1121162493132,39.8938157996703,235.68575950578,113.129164562774,318.797875755093,153.022980362445
"FEM_A01 P07 100x100 2017","FEM_A01","100x100","AC","FE_mogno_2017","P07",2017,"MarVin",478,16,334.131469350313,10,109.5,24.7119246861925,16.6631620233034,1,1,79.0918387060924,37.9640825789244,254.236330194496,122.033438493358,333.328168900588,159.997521072282
"FEM_A01 P08 100x100 2017","FEM_A01","100x100","AC","FE_mogno_2017","P08",2017,"MarVin",487,29,353.641855830341,10,130,24.5392197125257,16.7353216136815,1,1,76.9617913971356,36.9416598706251,275.745782048956,132.357975383499,352.707573446091,169.299635254124
"FEM_A01 P09 100x100 2017","FEM_A01","100x100","AC","FE_mogno_2017","P09",2017,"MarVin",533,34,323.566164396637,10,133.4,22.871669793621,16.21539938126,1,1,74.1951925565006,35.6136924271203,248.09553911211,119.085858773813,322.290731668611,154.699551200933
"FEM_A01 P10 100x100 2017","FEM_A01","100x100","AC","FE_mogno_2017","P10",2017,"MarVin",566,21,279.260133950881,10,119.7,22.3385159010601,13.7713580125696,1,1,99.3177378490874,47.672514167562,180.272856885416,86.5309713049996,279.590594734503,134.203485472562
"FEM_A01 P11 100x100 2017","FEM_A01","100x100","AC","FE_mogno_2017","P11",2017,"MarVin",519,22,324.211530698287,10,115.3,23.7811175337187,15.1322468169602,1,1,89.4038722298244,42.9138586703157,234.915201528044,112.759296733461,324.319073757869,155.673155403777
"FEM_A01 P12 100x100 2017","FEM_A01","100x100","AC","FE_mogno_2017","P12",2017,"MarVin",516,34,285.668744437019,10,114.6,22.856007751938,15.065709240019,1,1,75.5537666499553,36.2658079919785,209.725725095422,100.668348045803,285.279491745377,136.934156037781
"FEM_A01 P13 100x100 2017","FEM_A01","100x100","AC","FE_mogno_2017","P13",2017,"MarVin",633,16,331.014867649248,10,109.2,22.6587025316456,13.7219913341485,1,1,109.394536067086,52.5093773122012,222.697615294786,106.894855341497,332.092151361872,159.404232653698
"FEM_A01 P14 100x100 2017","FEM_A01","100x100","AC","FE_mogno_2017","P14",2017,"MarVin",489,20,310.235076705954,10,151,23.3282208588957,15.4527207636811,1,1,92.8908579754549,44.5876118282184,216.641034152087,103.987696393002,309.531892127542,148.57530822122
"FEM_A01 P15 100x100 2017","FEM_A01","100x100","AC","FE_mogno_2017","P15",2017,"MarVin",540,20,280.124474131445,10,115.1,22.6701851851852,14.0864051081539,1,1,94.0843179189181,45.1604726010807,186.341706755375,89.4440192425799,280.426024674293,134.604491843661
"FN_A01 P06 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P06",2015,"PaiSus",2,3,3.88628259747692,43.5,55.8,49.65,8.69741340859453,0.25,0.025,0,0,15.5451311235657,7.46166293931154,15.5451311235657,7.46166293931154
"FN_A01 P07 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P07",2015,"PaiSus",1,4,0.729703240615354,36.1,36.1,36.1,NA,0.25,0.025,0,0,2.91881296246142,1.40103022198148,2.91881296246142,1.40103022198148
"FN_A01 P08 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P08",2015,"PaiSus",1,4,1.7852707628108,48,48,48,NA,0.25,0.025,0,0,7.14108305124321,3.42771986459674,7.14108305124321,3.42771986459674
"FN_A01 P09 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P09",2015,"PaiSus",6,4,3.54841236613137,11.2,47,22.7166666666667,16.1795446989916,0.25,0.025,8.72095095805087,4.18605645986442,13.3215543845377,6.3943461045781,22.0425053425886,10.5804025644425
"FN_A01 P10 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P10",2015,"PaiSus",11,6,12.0563448751148,10,51.5,31.4272727272727,16.3661291030647,0.25,0.025,6.82262579582776,3.27486038199733,47.5431167555592,22.8206960426684,54.365742551387,26.0955564246657
"FN_A01 P11 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P11",2015,"PaiSus",17,0,18.3383521512058,12.6,62.7,36.7,16.1374564290659,0.25,0.025,32.5535577699224,15.6257077295627,70.0980535764604,33.647065716701,102.651611346383,49.2727734462638
"FN_A01 P12 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P12",2015,"PaiSus",5,6,3.37448005729156,11.7,42,23.7,12.5105955094072,0.25,0.025,56.939094405031,27.3307653144149,7.80401126177724,3.74592540565307,64.7431056668082,31.0766907200679
"FN_A01 P13 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P13",2015,"PaiSus",34,2,48.2420419832669,10.3,71.3,35.5617647058824,17.2353761412636,0.25,0.025,67.4650927380086,32.3832445142441,186.239248591418,89.3948393238809,253.704341329427,121.778083838125
"FN_A01 P14 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P14",2015,"PaiSus",22,4,25.1244403079807,10,80,32.0090909090909,18.8966590418445,0.25,0.025,66.7798160493007,32.0543117036643,93.8524003759717,45.0491521804664,160.632216425272,77.1034638841307
"FN_A01 P15 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P15",2015,"PaiSus",24,5,38.0702286569141,10.7,78.4,37.9166666666667,20.5578434553878,0.25,0.025,91.8961137597524,44.1101346046812,143.091308379788,68.683828022298,234.98742213954,112.793962626979
"FN_A01 P16 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P16",2015,"PaiSus",24,4,36.7415424990302,11.7,66,35.4304347826087,18.297427409403,0.25,0.025,92.4315046397485,44.3671222270793,137.723022874719,66.1070509798653,230.154527514468,110.474173206945
"FN_A01 P17 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P17",2015,"PaiSus",15,10,13.2909486406124,10,70.5,24.8533333333333,17.2302419627595,0.25,0.025,97.0259833414157,46.5724720038795,43.4611959951669,20.8613740776801,140.487179336583,67.4338460815597
"FN_A01 P18 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P18",2015,"PaiSus",20,5,13.3806497758115,10.4,49.3,24.2315789473684,12.7732381969134,0.25,0.025,137.512002958823,66.0057614202351,39.7713995984291,19.090271807246,177.283402557252,85.0960332274811
"FN_A01 P19 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P19",2015,"PaiSus",17,9,16.9838445201406,10.1,70.7,28.74375,17.0999792884865,0.25,0.025,71.5239636398982,34.3315025471511,60.7829819899005,29.1758313551522,132.306945629799,63.5073339023033
