"parcela","location","sizeplot","state","Name","plotID","year","owner","Alive.parcela","Dead.parcela","AGB","min.DBH","max.DBH","mean.DBH","sd.DBH","areaplot35","areaplot10","AGB10","ACD10","AGB35","ACD35","AGB.plot","ACD"
"CAU_A01 T09_P3 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T09_P3",2018,"PaiSus",34,5,39.258879988746,14.3,64.7,29.769696969697,15.7699374770575,0.25,0.1,58.9666348822678,28.3039847434885,133.534264488631,64.0964469545431,192.500899370899,92.4004316980317
"CAU_A01 T09_P4 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T09_P4",2018,"PaiSus",42,4,61.8815435562371,10.3,106.4,32.0951219512195,19.3011133256545,0.25,0.1,107.915992721192,51.7996765061723,203.089016790133,97.482728059264,311.005009511326,149.282404565436
"CAU_A01 T10_P1 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T10_P1",2018,"PaiSus",54,6,47.0483096280146,10.1,62,26.3076923076923,15.4361918263394,0.25,0.1,84.3081025246232,40.4678892118191,154.9613295164,74.381438167872,239.269432041023,114.849327379691
"CAU_A01 T10_P2 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T10_P2",2018,"PaiSus",52,2,34.697257101049,10.4,73,22.325,13.7246575727847,0.25,0.1,103.634479701117,49.7445502565362,97.4098006409455,46.7567043076539,201.044280342063,96.5012545641901
"CAU_A01 T10_P3 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T10_P3",2018,"PaiSus",61,0,60.9417852769357,10.2,82.7,26.0065573770492,16.1389990277429,0.25,0.1,96.8283047851228,46.477586296859,204.951051869749,98.3765048974797,301.779356654872,144.854091194339
"CAU_A01 T10_P4 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T10_P4",2018,"PaiSus",46,4,57.9085505624108,10.4,84.2,27.8695652173913,19.3298947466838,0.25,0.1,87.6264608447293,42.0607012054701,195.50333975061,93.841603080293,283.12980059534,135.902304285763
"CAU_A01 T11_P1 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T11_P1",2018,"PaiSus",53,1,71.103493971525,10.5,122,28.2358490566038,19.8825986378079,0.25,0.1,99.7423841573164,47.8763443955119,241.849650406867,116.087832195296,341.592034564184,163.964176590808
"CAU_A01 T11_P2 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T11_P2",2018,"PaiSus",42,1,39.843076774568,10.2,84.2,25.7292682926829,18.3535860787809,0.25,0.1,68.6194649409637,32.9373431716626,131.152280754983,62.9530947623921,199.771745695947,95.8904379340546
"CAU_A01 T11_P3 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T11_P3",2018,"PaiSus",47,3,63.0991761597446,10.9,101,27.9468085106383,20.5694882845593,0.25,0.1,73.7551826624399,35.4024876779712,221.08686401802,106.12169472865,294.84204668046,141.524182406621
"CAU_A01 T11_P4 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T11_P4",2018,"PaiSus",52,1,67.0782176067719,10.1,101,28.3038461538462,20.4415854641853,0.25,0.1,110.009988957603,52.8047946996496,222.323578609134,106.715317732385,332.333567566738,159.520112432034
"CAU_A01 T12_P1 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T12_P1",2018,"PaiSus",51,5,62.4482870258482,10.3,66,27.5764705882353,17.5804617486037,0.25,0.1,84.4712791366939,40.5462139856131,216.081714475203,103.719222948097,300.552993611897,144.26543693371
"CAU_A01 T12_P2 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T12_P2",2018,"PaiSus",49,0,51.9502405156842,10.4,81.6,24.8571428571429,17.9230996203224,0.25,0.1,85.0347151731043,40.8166632830901,173.060730787298,83.069150777903,258.095445960402,123.885814060993
"CAU_A01 T12_P3 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T12_P3",2018,"PaiSus",47,4,76.2658369239685,10.1,136.7,25.4106382978723,22.8890825888158,0.25,0.1,93.5181582137797,44.8887159426143,261.011358947451,125.285452294777,354.529517161231,170.174168237391
"CAU_A01 T12_P4 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T12_P4",2018,"PaiSus",48,1,32.1987445104605,10,54,22.6270833333333,13.5133147827778,0.25,0.1,64.2001753887888,30.8160841866186,103.535697579842,49.6971348383244,167.735872968631,80.513219024943
"CAU_A01 T13_P1 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T13_P1",2018,"PaiSus",62,3,68.3443448298303,10.2,74,27.205,16.3959526320328,0.25,0.1,112.390417019362,53.9474001692937,228.515190552495,109.687291465198,340.905607571857,163.634691634491
"CAU_A01 T13_P2 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T13_P2",2018,"PaiSus",63,0,45.9554997249655,10.2,71,22.9838709677419,13.4800787265832,0.25,0.1,115.384319933868,55.3844735682567,137.980937274117,66.230849891576,253.365257207985,121.615323459833
"CAU_A01 T13_P3 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T13_P3",2018,"PaiSus",52,5,58.2047368756465,10.5,68.6,29.7490196078431,14.8900956685848,0.25,0.1,82.0230567012606,39.3710672166051,200.577525846792,96.2772124064601,282.600582548053,135.648279623065
"CAU_A01 T13_P4 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T13_P4",2018,"PaiSus",48,3,34.7828790072465,10.2,53.6,24.28125,12.4269723165961,0.25,0.1,89.6359845511444,43.0252725845493,103.818863217468,49.8330543443845,193.454847768612,92.8583269289338
"CAU_A01 T14_P1 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T14_P1",2018,"PaiSus",49,2,71.2517228395242,10.2,79.2,29.6914893617021,19.6162735213397,0.25,0.1,86.181324258598,41.367035644127,249.501626619117,119.760780777176,335.682950877715,161.127816421303
"CAU_A01 T14_P2 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T14_P2",2018,"PaiSus",48,4,39.6254142895935,10.3,57.8,25.6791666666667,12.9035037025383,0.25,0.1,124.230964915133,59.630863159264,109.334832571602,52.480719634369,233.565797486735,112.111582793633
"CAU_A01 T14_P3 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T14_P3",2018,"PaiSus",46,3,60.661283735136,10,72.5,29.5533333333333,19.2313026079878,0.25,0.1,78.7702500373896,37.809720017947,210.823074639898,101.195075827151,289.593324677288,139.004795845098
"CAU_A01 T14_P4 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T14_P4",2018,"PaiSus",47,4,59.6506332847768,10.1,92,28.2913043478261,16.5292310244872,0.25,0.1,114.590272711895,55.0033309017097,192.063928733886,92.1906857922651,306.654201445781,147.194016693975
"CAU_A01 T15_P1 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T15_P1",2018,"PaiSus",44,5,48.471675877304,10.1,61.9,29.5604651162791,15.3051522531728,0.25,0.1,116.468890608621,55.9050674921381,147.625099729193,70.8600478700127,264.093990337814,126.765115362151
"CAU_A01 T15_P2 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T15_P2",2018,"PaiSus",57,2,73.6830085499687,10.4,87.6,29.2309090909091,18.6712680115264,0.25,0.1,115.102924395371,55.2494037097782,247.970101095432,119.025648525807,363.073025490803,174.275052235586
"CAU_A01 T15_P3 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T15_P3",2018,"PaiSus",53,4,55.3442332167017,10.1,87,26.6634615384615,18.0583588688925,0.25,0.1,71.1710027801977,34.1620813344949,192.870059740679,92.5776286755261,264.041062520877,126.739710010021
"CAU_A01 T15_P4 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T15_P4",2018,"PaiSus",61,1,70.6048516871349,10,88,28.0852459016393,17.138152721006,0.25,0.1,104.5919224299,50.2041227663522,240.336422400432,115.361482752207,344.928344830332,165.56560551856
"CAU_A01 T16_P1 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T16_P1",2018,"PaiSus",50,6,17.6175280193206,10.2,64.3,18.53,10.204485808322,0.25,0.1,88.0493678363327,42.2636965614397,35.354353945083,16.9700898936399,123.403721781416,59.2337864550796
"CAU_A01 T16_P2 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T16_P2",2018,"PaiSus",56,5,81.1989598402601,10.8,98.5,29.175,19.9760333672856,0.25,0.1,120.416000073746,57.799680035398,274.72537765224,131.868181273075,395.141377725986,189.667861308473
"CAU_A01 T16_P3 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T16_P3",2018,"PaiSus",41,6,45.4782915456314,10.4,97,26.2926829268293,18.1001020749042,0.25,0.1,81.4353531858552,39.0889695292105,148.096174665673,71.0861638395232,229.531527851528,110.175133368734
"CAU_A01 T16_P4 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T16_P4",2018,"PaiSus",51,6,64.1777923460165,11,78.4,29.5866666666667,16.4291943401576,0.25,0.1,96.2028850200205,46.1773848096098,218.337452869575,104.801977377396,314.540337889595,150.979362187006
"CAU_A01 T17_P1 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T17_P1",2018,"PaiSus",59,4,29.0699208932764,10.1,60.8,20.7915254237288,12.3625029289156,0.25,0.1,69.8669254488667,33.536124215456,88.7942707021499,42.621249937032,158.661196151017,76.157374152488
"CAU_A01 T17_P2 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T17_P2",2018,"PaiSus",42,12,36.418042568816,11.4,67,24.8512195121951,15.7229946567316,0.25,0.1,72.9781460652885,35.0295101113385,116.627498452064,55.9811992569906,189.605644517352,91.0107093683291
"CAU_A01 T17_P3 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T17_P3",2018,"PaiSus",42,0,18.2569390304911,10,60.8,20.1119047619048,11.964239447273,0.25,0.1,88.3617528728869,42.4136413789857,37.98382282944,18.2322349581312,126.345575702327,60.6458763371169
"CAU_A01 T17_P4 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T17_P4",2018,"PaiSus",58,0,51.5998939528194,10.2,90.3,23.8448275862069,16.1484578853529,0.25,0.1,113.892019966844,54.6681695840849,160.238093941165,76.9142850917593,274.130113908009,131.582454675844
"CAU_A01 T18_P1 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T18_P1",2018,"PaiSus",50,5,33.5671444618668,11,57.8,23.886,13.3584340094067,0.25,0.1,124.197023087464,59.614571081983,84.9785403153144,40.7896993513509,209.175563402779,100.404270433334
"CAU_A01 T18_P2 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T18_P2",2018,"PaiSus",68,1,140.771335635327,10.5,190,26.2603174603175,25.4463479836311,0.25,0.1,106.203208450857,50.9775400564115,497.815266165413,238.951327759398,604.018474616271,289.92886781581
"CAU_A01 T18_P3 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T18_P3",2018,"PaiSus",62,4,36.8704352411763,10.5,75.7,21.2451612903226,14.8040056322755,0.25,0.1,97.5065155708812,46.803127474023,108.103171770868,51.8895224500164,205.609687341749,98.6926499240394
"CAU_A01 T18_P4 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T18_P4",2018,"PaiSus",45,1,49.4656597771711,10.7,70.9,27.6955555555556,15.6172246916892,0.25,0.1,85.0843387937611,40.8404826210053,163.963668926955,78.7025610849384,249.048007720716,119.543043705944
"CAU_A01 T19_P1 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T19_P1",2018,"PaiSus",56,0,97.932199575625,10.1,160.1,27.0375,24.4481905818666,0.25,0.1,108.078362411842,51.877613957684,339.082574556734,162.759635787232,447.160936968575,214.637249744916
"CAU_A01 T19_P2 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T19_P2",2018,"PaiSus",70,3,47.6349458157762,10,82,22.4045454545455,15.7449912115488,0.25,0.1,97.5467377723773,46.8224341307411,151.218115723796,72.584695547422,248.764853496173,119.407129678163
"CAU_A01 T19_P3 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T19_P3",2018,"PaiSus",39,3,36.2936838781695,10.8,74.8,23.4051282051282,17.7539461694687,0.25,0.1,51.3713367157697,24.6582416235695,124.080111386001,59.5584534652803,175.45144810177,84.2166950888497
"CAU_A01 T19_P4 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T19_P4",2018,"PaiSus",44,4,23.9006180788718,10.1,51.5,21.7386363636364,11.5576052864647,0.25,0.1,104.713819407984,50.2626333158325,54.1539308350573,25.9938868008275,158.867750243042,76.25652011666
"CAU_A01 T20_P1 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T20_P1",2018,"PaiSus",51,3,34.6702526516181,10.8,78.6,22.7020408163265,14.5495201781697,0.25,0.1,88.7146010609537,42.5830085092578,103.253713840457,49.5617826434195,191.968314901411,92.1447911526773
"CAU_A01 T20_P2 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T20_P2",2018,"PaiSus",45,2,87.3635893149465,10.2,142,27.6113636363636,24.0235080209393,0.25,0.1,109.094935854016,52.3655692099276,297.889845148889,142.987125671467,406.984781002905,195.352694881394
"CAU_A01 T20_P3 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T20_P3",2018,"PaiSus",58,5,76.324128870868,10.1,101.7,27.6051724137931,19.1542714068598,0.25,0.1,89.7804913490733,43.0946358475552,267.689436448224,128.490929495148,357.469927797297,171.585565342703
"CAU_A01 T20_P4 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T20_P4",2018,"PaiSus",50,5,39.1225265302313,10.1,81.6,24.35,17.0249004121185,0.25,0.1,70.9566931172213,34.0592126962662,127.819857150539,61.3535314322586,198.77655026776,95.4127441285248
"CAU_A01 T21_P1 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T21_P1",2018,"PaiSus",32,4,29.3745932660452,11,72.8,24.628125,15.1337101686183,0.25,0.1,68.8415485766988,33.0439433168154,89.9050188479157,43.1544090469995,158.746567424614,76.1983523638149
"CAU_A01 T21_P2 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T21_P2",2018,"PaiSus",47,4,41.5684879543007,10.9,74.5,25.545652173913,15.7007389284247,0.25,0.1,60.7993955649432,29.1837098711727,141.993608385157,68.1569320248756,202.793003950101,97.3406418960483
"CAU_A01 T21_P3 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T21_P3",2018,"PaiSus",43,10,34.5887682013408,10,80.8,22.4904761904762,16.0164063677981,0.25,0.1,79.0585248286881,37.9480919177703,106.136602019614,50.9455689694149,185.195126848303,88.8936608871852
"CAU_A01 T21_P4 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T21_P4",2018,"PaiSus",36,8,61.6635663057728,10,132.5,27.6277777777778,23.2861039016971,0.25,0.1,68.0410855628116,32.6597210701496,214.793797896808,103.101022990468,282.83488345962,135.760744060617
"CAU_A01 T22_P1 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T22_P1",2018,"PaiSus",43,5,37.3168783322527,10.1,74.5,25.6209302325581,17.2339995929908,0.25,0.1,63.5166060331508,30.4879708959124,123.630809207169,59.3427884194409,187.147415240319,89.8307593153533
"CAU_A01 T22_P2 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T22_P2",2018,"PaiSus",45,2,54.6640603423751,10.4,93.2,25.2111111111111,19.3318886607574,0.25,0.1,92.7453212027983,44.5177541773432,179.916048556018,86.3597033068889,272.661369758817,130.877457484232
"CAU_A01 T22_P3 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T22_P3",2018,"PaiSus",54,5,42.0624751697157,10.1,75,22.9018867924528,15.4189006213657,0.25,0.1,77.6537309201092,37.2737908416524,137.172590743016,65.8428435566476,214.826321663125,103.1166343983
"CAU_A01 T22_P4 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T22_P4",2018,"PaiSus",53,4,110.6803117628,10,139.5,30.5622641509434,24.3819623304345,0.25,0.1,90.3343014085844,43.3604646761205,398.678864237047,191.365854833783,489.013165645632,234.726319509903
"DUC_A01 P02 50x50 2016","DUC_A01","50x50","AM","Reserva Florestal Adolpho Ducke","P02",2016,"PaiSus",49,5,51.6924246960848,10,91.1,28.130612244898,16.7703881400326,0.25,0.1,112.527134141245,54.0130243877975,161.779828918616,77.6543178809355,274.30696305986,131.667342268733
"DUC_A01 P04 50x50 2016","DUC_A01","50x50","AM","Reserva Florestal Adolpho Ducke","P04",2016,"PaiSus",74,3,61.9477504841433,10,73.9,24.6438356164384,16.1048386992282,0.25,0.1,102.333028007688,49.1198534436901,207.056841089071,99.3872837227542,309.389869096759,148.507137166444
"DUC_A01 P05 50x50 2016","DUC_A01","50x50","AM","Reserva Florestal Adolpho Ducke","P05",2016,"PaiSus",54,6,30.2232056305097,10.6,68,21.8907407407407,12.3490931378682,0.25,0.1,86.3690236867569,41.4571313696433,87.3273167001505,41.9171120160722,173.696340386907,83.3742433857155
"DUC_A01 P07 50x50 2016","DUC_A01","50x50","AM","Reserva Florestal Adolpho Ducke","P07",2016,"PaiSus",76,5,71.0191357288389,10.1,91.5,26.6381578947368,15.7461357554185,0.25,0.1,137.452164805585,65.9770391066808,228.843007260646,109.84464348511,366.295172066231,175.821682591791
"DUC_A01 P08 50x50 2016","DUC_A01","50x50","AM","Reserva Florestal Adolpho Ducke","P08",2016,"PaiSus",59,7,54.5088060308026,10.2,98.8,24.6118644067797,17.0478038301,0.25,0.1,106.041479239847,50.8999100351263,174.684189938214,83.8484111703426,280.72566917806,134.748321205469
"DUC_A01 P09 50x50 2016","DUC_A01","50x50","AM","Reserva Florestal Adolpho Ducke","P09",2016,"PaiSus",73,4,56.4559584781928,10.1,75.7,25.3732394366197,14.5781828942771,0.25,0.1,163.418222902318,78.4407469931129,160.49624373578,77.0381969931746,323.914466638099,155.478943986288
"DUC_A01 P10 50x50 2016","DUC_A01","50x50","AM","Reserva Florestal Adolpho Ducke","P10",2016,"PaiSus",79,8,44.5327551893358,10.4,76.5,22.8620253164557,13.5024812895153,0.25,0.1,138.295515378255,66.3818473815625,123.016087065082,59.0477217912395,261.311602443338,125.429569172802
"DUC_A01 P11 50x50 2016","DUC_A01","50x50","AM","Reserva Florestal Adolpho Ducke","P11",2016,"PaiSus",60,2,48.8154822936665,10,65.8,24.1576271186441,15.7312253001719,0.25,0.1,86.1308411845944,41.3428037686053,160.86024240227,77.2129163530898,246.991083586865,118.555720121695
"DUC_A01 P12 50x50 2016","DUC_A01","50x50","AM","Reserva Florestal Adolpho Ducke","P12",2016,"PaiSus",66,2,72.5795820788933,10,90,27.2061538461538,16.7624196206413,0.25,0.1,131.402413849757,63.0731586478834,237.218696564832,113.864974351119,368.621110414589,176.938132999003
"DUC_A01 P13 50x50 2016","DUC_A01","50x50","AM","Reserva Florestal Adolpho Ducke","P13",2016,"PaiSus",53,9,49.2540206508681,10,82,25.7339622641509,15.9640936454791,0.25,0.1,69.9345969673021,33.568606544305,168.856374892682,81.0510599484872,238.790971859984,114.619666492792
"DUC_A01 P14 50x50 2016","DUC_A01","50x50","AM","Reserva Florestal Adolpho Ducke","P14",2016,"PaiSus",59,5,48.3506299540127,10.3,65.5,26.5169491525424,15.5308830548326,0.25,0.1,100.411013592034,48.1972865241762,153.628885656378,73.7418651150615,254.039899248412,121.939151639238
"DUC_A01 P15 50x50 2016","DUC_A01","50x50","AM","Reserva Florestal Adolpho Ducke","P15",2016,"PaiSus",58,5,44.182724123413,10,75.4,24.1775862068966,15.7965801662442,0.25,0.1,91.0783827081339,43.7176236999043,140.054784655659,67.2262966347163,231.133167363793,110.943920334621
"DUC_A01 P16 50x50 2016","DUC_A01","50x50","AM","Reserva Florestal Adolpho Ducke","P16",2016,"PaiSus",67,1,32.0429376062893,10.1,70,21.3477611940299,11.0528394570499,0.25,0.1,126.05309529204,60.5054857401792,78.8066037863497,37.8271698174479,204.85969907839,98.332655557627
"DUC_A01 P17 50x50 2016","DUC_A01","50x50","AM","Reserva Florestal Adolpho Ducke","P17",2016,"PaiSus",52,2,42.8371245211768,10,71.4,24.9076923076923,14.6825205689081,0.25,0.1,102.448634449646,49.1753445358301,130.496560512972,62.6383490462266,232.945194962618,111.813693582057
"DUC_A01 P18 50x50 2016","DUC_A01","50x50","AM","Reserva Florestal Adolpho Ducke","P18",2016,"PaiSus",76,6,53.161353361256,10.2,74.2,23.5706666666667,14.6461670415508,0.25,0.1,116.048927462333,55.7034851819197,166.216672548148,79.7840028231111,282.265600010481,135.487488005031
"DUC_A01 P19 50x50 2016","DUC_A01","50x50","AM","Reserva Florestal Adolpho Ducke","P19",2016,"PaiSus",78,5,56.2344287289079,10,65.4,23.8815789473684,13.7613052726483,0.25,0.1,133.129995558227,63.9023978679488,172.138035730367,82.626257150576,305.268031288593,146.528655018525
"DUC_A01 P20 50x50 2016","DUC_A01","50x50","AM","Reserva Florestal Adolpho Ducke","P20",2016,"PaiSus",53,8,32.4288168809362,10.4,65,22.8634615384615,13.4597151857253,0.25,0.1,73.2839469092387,35.1762945164346,100.609072652898,48.292354873391,173.893019562137,83.4686493898256
"EMB_A01 P01 100x100 2016","EMB_A01","100x100","AC","Embrapa_Acre","P01",2016,"MarVin",604,38,334.636383809605,10.1,146.5,22.841650671785,14.4098915132588,1,1,121.342862762265,58.2445741258872,212.083303113684,101.799985494569,333.426165875949,160.044559620456
"EMB_A01 P02 100x100 2016","EMB_A01","100x100","AC","Embrapa_Acre","P02",2016,"MarVin",564,68,259.558574195755,10,128.3,22.7217484008529,13.4156496004301,1,1,93.1482858677426,44.7111772165164,165.70978806504,79.5406982712194,258.858073932783,124.251875487736
"EMB_A01 P03 100x100 2016","EMB_A01","100x100","AC","Embrapa_Acre","P03",2016,"MarVin",496,87,217.662672071244,10,108.8,21.0875311720698,12.7856851259387,1,1,79.6620572216557,38.2377874663947,137.31342906196,65.9104459497406,216.975486283615,104.148233416135
"EMB_A01 P04 100x100 2016","EMB_A01","100x100","AC","Embrapa_Acre","P04",2016,"MarVin",521,56,270.653616793564,10,195.5,22.2245977011494,15.4787074506365,1,1,88.8564044751661,42.6510741480797,179.314409645226,86.0709166297084,268.170814120392,128.721990777788
"FEA_A01 P01 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P01",2013,"MarVin",92,7,44.0896489210973,10.1,67.4,21.9944444444444,12.3240366317767,0.25,0.25,49.3300611728342,23.6784293629604,127.312689397627,61.110090910861,176.642750570461,84.7885202738214
"FEA_A01 P02 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P02",2013,"MarVin",107,16,31.6620616795564,10,57.9,18.6885714285714,9.85073517644665,0.25,0.25,69.1648564267191,33.1991310848252,58.195259560814,27.9337245891907,127.360115987533,61.1328556740159
"FEA_A01 P03 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P03",2013,"MarVin",118,1,50.9790619862713,10,89.4,22.1663716814159,13.3466061136709,0.25,0.25,79.3600264006527,38.0928126723133,124.871986065134,59.9385533112642,204.232012465786,98.0313659835775
"FEA_A01 P04 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P04",2013,"MarVin",149,0,69.2813817444242,10,104.4,22.0342465753425,13.5448651085106,0.25,0.25,104.194121075951,50.0131781164566,173.627943164382,83.3414127189032,277.822064240333,133.35459083536
"FEA_A01 P05 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P05",2013,"MarVin",134,5,63.2938784165287,10,77.3,19.6932330827068,12.6213935472296,0.25,0.25,86.5315686409933,41.5351529476768,166.368604176889,79.8569300049068,252.900172817882,121.392082952584
"FEA_A01 P06 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P06",2013,"MarVin",85,2,37.4366581035221,10.1,70.9,23.4564705882353,11.7570490209352,0.25,0.25,59.5765492179564,28.5967436246191,90.5146433339522,43.447028800297,150.091192551909,72.0437724249161
"FEA_A01 P07 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P07",2013,"MarVin",84,10,48.3161344184824,10.2,82.1,23.4809523809524,14.4859173507128,0.25,0.25,61.024844906717,29.2919255552242,131.980289692924,63.3505390526038,193.005134599642,92.6424646078279
"FEA_A01 P08 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P08",2013,"MarVin",99,6,60.2721638991629,10,92.3,23.2313131313131,13.6804989053363,0.25,0.25,85.4106043658507,40.9970900956083,155.370212004856,74.577701762331,240.780816370707,115.574791857939
"FEA_A01 P09 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P09",2013,"MarVin",150,0,55.0325153263009,10.1,64.2,19.7761904761905,10.9349717560649,0.25,0.25,103.108040026688,49.4918592128101,117.491206125346,56.3957789401661,220.599246152034,105.887638152976
"FEA_A01 P10 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P10",2013,"MarVin",129,3,50.4054402290529,10,61.7,21.1793388429752,10.2443229592083,0.25,0.25,125.254690743431,60.1222515568468,77.9900370280648,37.4352177734711,203.244727771496,97.5574693303179
"FEA_A01 P11 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P11",2013,"MarVin",141,1,47.4319529556263,10,66.5,19.355,9.91394864309079,0.25,0.25,108.581190633888,52.1189715042662,81.6294287935279,39.1821258208934,190.210619427416,91.3010973251596
"FEA_A01 P12 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P12",2013,"MarVin",115,0,59.5235809085715,10,120.9,21.3814159292035,14.7345533445354,0.25,0.25,77.4369375436227,37.1697300209389,159.492258821328,76.5562842342373,236.929196364951,113.726014255176
"FEA_A01 P13 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P13",2013,"MarVin",95,16,49.9428173194341,10.7,64.6,22.5787234042553,12.4320334787715,0.25,0.25,62.3928464164026,29.9485662798732,138.346645421544,66.4063898023412,200.739491837947,96.3549560822144
"FEA_A01 P14 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P14",2013,"MarVin",161,0,75.5695977125304,10,95.4,21.7246835443038,12.2504838677809,0.25,0.25,118.204169132454,56.7380011835778,184.604240460373,88.6100354209789,302.808409592826,145.348036604557
"FEA_A01 P15 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P15",2013,"MarVin",76,35,44.4931582787544,10.1,111.4,22.4973684210526,16.3630312895397,0.25,0.25,48.0311129691578,23.0549342251957,129.17202435537,62.0025716905775,177.203137324527,85.0575059157732
"FEA_A01 P16 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P16",2013,"MarVin",115,0,38.2250012647263,10.1,70,20.4894230769231,10.0426944733616,0.25,0.25,89.2010836895913,42.8165201710038,64.4374909710592,30.9299956661084,153.638574660651,73.7465158371123
"FEA_A01 P17 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P17",2013,"MarVin",89,0,49.1979310742418,10,124.1,20.0943181818182,14.728885982599,0.25,0.25,55.0980617867514,26.4470696576407,138.847060016512,66.6465888079257,193.945121803263,93.0936584655664
"FEA_A01 P18 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P18",2013,"MarVin",150,0,41.10655250819,10.1,68.7,19.4107382550336,9.59498138062499,0.25,0.25,83.1855749681938,39.929075984733,82.5554166589516,39.6265999962968,165.740991627145,79.5556759810298
"FEA_A01 P19 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P19",2013,"MarVin",132,0,48.8680010980376,10,64.9,19.53359375,10.8228707774397,0.25,0.25,101.80216587503,48.8650396200146,94.0056239336142,45.1226994881348,195.807789808645,93.9877391081494
