"parcela","state","Name","location","plotID","sizeplot","year","owner","Alive.parcela","Dead.parcela","NA.height","No.height"
"FEA_A01 P39 50x50 2013","AC","FE_Antimary_2013","FEA_A01","P39","50x50",2013,"MarVin","130","20",129,0
"FEA_A01 P40 50x50 2013","AC","FE_Antimary_2013","FEA_A01","P40","50x50",2013,"MarVin","141","2",139,0
"FEA_A01 P41 50x50 2013","AC","FE_Antimary_2013","FEA_A01","P41","50x50",2013,"MarVin","115","0",109,0
"FEA_A01 P42 50x50 2013","AC","FE_Antimary_2013","FEA_A01","P42","50x50",2013,"MarVin","151","1",149,0
"FEA_A01 P43 50x50 2013","AC","FE_Antimary_2013","FEA_A01","P43","50x50",2013,"MarVin","139","0",139,0
"FEA_A01 P44 50x50 2013","AC","FE_Antimary_2013","FEA_A01","P44","50x50",2013,"MarVin","125","0",125,0
"FEA_A01 P45 50x50 2013","AC","FE_Antimary_2013","FEA_A01","P45","50x50",2013,"MarVin","110","0",110,0
"FEA_A01 P46 50x50 2013","AC","FE_Antimary_2013","FEA_A01","P46","50x50",2013,"MarVin","163","0",160,0
"FEA_A01 P47 50x50 2013","AC","FE_Antimary_2013","FEA_A01","P47","50x50",2013,"MarVin","140","4",140,0
"FEA_A01 P48 50x50 2013","AC","FE_Antimary_2013","FEA_A01","P48","50x50",2013,"MarVin","144","2",144,0
"FEA_A01 P49 50x50 2013","AC","FE_Antimary_2013","FEA_A01","P49","50x50",2013,"MarVin","139","0",132,0
"FEA_A01 P50 50x50 2013","AC","FE_Antimary_2013","FEA_A01","P50","50x50",2013,"MarVin","127","11",124,0
"FEA_A02 P01 100x100 2015","AC","FE_Antimary_2015","FEA_A02","P01","100x100",2015,"MarVin","360","67",358,0
"FEA_A02 P02 100x100 2015","AC","FE_Antimary_2015","FEA_A02","P02","100x100",2015,"MarVin","292","42",291,0
"FEA_A02 P03 100x100 2015","AC","FE_Antimary_2015","FEA_A02","P03","100x100",2015,"MarVin","426","80",423,0
"FEA_A02 P04 100x100 2015","AC","FE_Antimary_2015","FEA_A02","P04","100x100",2015,"MarVin","251","29",243,0
"FEA_A02 P05 100x100 2015","AC","FE_Antimary_2015","FEA_A02","P05","100x100",2015,"MarVin","352","22",348,0
"FEA_A02 P06 100x100 2015","AC","FE_Antimary_2015","FEA_A02","P06","100x100",2015,"MarVin","363","52",361,0
"FEA_A02 P07 100x100 2015","AC","FE_Antimary_2015","FEA_A02","P07","100x100",2015,"MarVin","392","115",389,0
"FEA_A02 P08 100x100 2015","AC","FE_Antimary_2015","FEA_A02","P08","100x100",2015,"MarVin","302","86",299,0
"FEA_A02 P09 100x100 2015","AC","FE_Antimary_2015","FEA_A02","P09","100x100",2015,"MarVin","320","58",319,0
"FEA_A02 P10 100x100 2015","AC","FE_Antimary_2015","FEA_A02","P10","100x100",2015,"MarVin","349","37",345,0
"FEG_A01 P01 100x100 2017","AC","FE_Gregorio_2017","FEG_A01","P01","100x100",2017,"MarVin","579","0",579,0
"FEG_A01 P02 100x100 2017","AC","FE_Gregorio_2017","FEG_A01","P02","100x100",2017,"MarVin","529","0",529,0
"FEG_A01 P03 100x100 2017","AC","FE_Gregorio_2017","FEG_A01","P03","100x100",2017,"MarVin","591","0",591,0
"FEG_A01 P04 100x100 2017","AC","FE_Gregorio_2017","FEG_A01","P04","100x100",2017,"MarVin","622","0",622,0
"FEG_A01 P05 100x100 2017","AC","FE_Gregorio_2017","FEG_A01","P05","100x100",2017,"MarVin","800","0",800,0
"FEG_A01 P06 100x100 2017","AC","FE_Gregorio_2017","FEG_A01","P06","100x100",2017,"MarVin","656","0",656,0
"FEG_A01 P07 100x100 2017","AC","FE_Gregorio_2017","FEG_A01","P07","100x100",2017,"MarVin","646","0",646,0
"FEG_A01 P08 100x100 2017","AC","FE_Gregorio_2017","FEG_A01","P08","100x100",2017,"MarVin","610","0",609,0
"FEG_A01 P09 100x100 2017","AC","FE_Gregorio_2017","FEG_A01","P09","100x100",2017,"MarVin","761","0",761,0
"FEG_A01 P10 100x100 2017","AC","FE_Gregorio_2017","FEG_A01","P10","100x100",2017,"MarVin","676","0",673,0
"FEG_A01 P11 100x100 2017","AC","FE_Gregorio_2017","FEG_A01","P11","100x100",2017,"MarVin","904","0",904,0
"FEG_A01 P12 100x100 2017","AC","FE_Gregorio_2017","FEG_A01","P12","100x100",2017,"MarVin","661","0",661,0
"FEG_A01 P13 100x100 2017","AC","FE_Gregorio_2017","FEG_A01","P13","100x100",2017,"MarVin","797","0",797,0
"FEG_A01 P14 100x100 2017","AC","FE_Gregorio_2017","FEG_A01","P14","100x100",2017,"MarVin","729","0",729,0
"FEG_A01 P15 100x100 2017","AC","FE_Gregorio_2017","FEG_A01","P15","100x100",2017,"MarVin","659","0",659,0
"FEL_A01 P01 100x100 2018","AC","FE_Liberdade_2018","FEL_A01","P01","100x100",2018,"MarVin","546","11",543,0
"FEL_A01 P02 100x100 2018","AC","FE_Liberdade_2018","FEL_A01","P02","100x100",2018,"MarVin","516","17",510,0
"FEL_A01 P03 100x100 2018","AC","FE_Liberdade_2018","FEL_A01","P03","100x100",2018,"MarVin","476","20",475,0
"FEL_A01 P04 100x100 2018","AC","FE_Liberdade_2018","FEL_A01","P04","100x100",2018,"MarVin","552","38",547,0
"FEL_A01 P05 100x100 2018","AC","FE_Liberdade_2018","FEL_A01","P05","100x100",2018,"MarVin","537","26",533,0
"FEL_A01 P06 100x100 2018","AC","FE_Liberdade_2018","FEL_A01","P06","100x100",2018,"MarVin","566","28",561,0
"FEL_A01 P07 100x100 2018","AC","FE_Liberdade_2018","FEL_A01","P07","100x100",2018,"MarVin","490","13",490,0
"FEL_A01 P08 100x100 2018","AC","FE_Liberdade_2018","FEL_A01","P08","100x100",2018,"MarVin","614","16",610,0
"FEL_A01 P09 100x100 2018","AC","FE_Liberdade_2018","FEL_A01","P09","100x100",2018,"MarVin","513","22",511,0
"FEL_A01 P10 100x100 2018","AC","FE_Liberdade_2018","FEL_A01","P10","100x100",2018,"MarVin","602","26",602,0
"FEL_A01 P11 100x100 2018","AC","FE_Liberdade_2018","FEL_A01","P11","100x100",2018,"MarVin","455","17",454,0
"FEL_A01 P12 100x100 2018","AC","FE_Liberdade_2018","FEL_A01","P12","100x100",2018,"MarVin","486","18",486,0
"FEL_A01 P13 100x100 2018","AC","FE_Liberdade_2018","FEL_A01","P13","100x100",2018,"MarVin","477","32",471,0
"FEL_A01 P14 100x100 2018","AC","FE_Liberdade_2018","FEL_A01","P14","100x100",2018,"MarVin","596","21",594,0
"FEL_A01 P15 100x100 2018","AC","FE_Liberdade_2018","FEL_A01","P15","100x100",2018,"MarVin","452","25",451,0
"FEM_A01 P01 100x100 2017","AC","FE_mogno_2017","FEM_A01","P01","100x100",2017,"MarVin","593","44",593,0
"FEM_A01 P02 100x100 2017","AC","FE_mogno_2017","FEM_A01","P02","100x100",2017,"MarVin","538","26",538,0
"FEM_A01 P03 100x100 2017","AC","FE_mogno_2017","FEM_A01","P03","100x100",2017,"MarVin","523","17",523,0
"FEM_A01 P04 100x100 2017","AC","FE_mogno_2017","FEM_A01","P04","100x100",2017,"MarVin","525","15",525,0
"FEM_A01 P05 100x100 2017","AC","FE_mogno_2017","FEM_A01","P05","100x100",2017,"MarVin","525","11",525,0
"FEM_A01 P06 100x100 2017","AC","FE_mogno_2017","FEM_A01","P06","100x100",2017,"MarVin","530","7",530,0
"FEM_A01 P07 100x100 2017","AC","FE_mogno_2017","FEM_A01","P07","100x100",2017,"MarVin","478","16",478,0
"FEM_A01 P08 100x100 2017","AC","FE_mogno_2017","FEM_A01","P08","100x100",2017,"MarVin","487","29",487,0
"FEM_A01 P09 100x100 2017","AC","FE_mogno_2017","FEM_A01","P09","100x100",2017,"MarVin","533","34",533,0
"FEM_A01 P10 100x100 2017","AC","FE_mogno_2017","FEM_A01","P10","100x100",2017,"MarVin","566","21",566,0
"FEM_A01 P11 100x100 2017","AC","FE_mogno_2017","FEM_A01","P11","100x100",2017,"MarVin","519","22",519,0
"FEM_A01 P12 100x100 2017","AC","FE_mogno_2017","FEM_A01","P12","100x100",2017,"MarVin","516","34",516,0
"FEM_A01 P13 100x100 2017","AC","FE_mogno_2017","FEM_A01","P13","100x100",2017,"MarVin","633","16",632,0
"FEM_A01 P14 100x100 2017","AC","FE_mogno_2017","FEM_A01","P14","100x100",2017,"MarVin","489","20",489,0
"FEM_A01 P15 100x100 2017","AC","FE_mogno_2017","FEM_A01","P15","100x100",2017,"MarVin","540","20",540,0
"FN_A01 P06 50x50 2015","MT","Feliz Natal","FN_A01","P06","50x50",2015,"PaiSus","2","3",0,2
"FN_A01 P07 50x50 2015","MT","Feliz Natal","FN_A01","P07","50x50",2015,"PaiSus","1","4",0,1
"FN_A01 P08 50x50 2015","MT","Feliz Natal","FN_A01","P08","50x50",2015,"PaiSus","1","4",0,1
"FN_A01 P09 50x50 2015","MT","Feliz Natal","FN_A01","P09","50x50",2015,"PaiSus","6","4",0,6
"FN_A01 P10 50x50 2015","MT","Feliz Natal","FN_A01","P10","50x50",2015,"PaiSus","11","6",0,11
"FN_A01 P11 50x50 2015","MT","Feliz Natal","FN_A01","P11","50x50",2015,"PaiSus","17","0",0,17
"FN_A01 P12 50x50 2015","MT","Feliz Natal","FN_A01","P12","50x50",2015,"PaiSus","5","6",0,5
"FN_A01 P13 50x50 2015","MT","Feliz Natal","FN_A01","P13","50x50",2015,"PaiSus","34","2",1,33
"FN_A01 P14 50x50 2015","MT","Feliz Natal","FN_A01","P14","50x50",2015,"PaiSus","22","4",1,21
"FN_A01 P15 50x50 2015","MT","Feliz Natal","FN_A01","P15","50x50",2015,"PaiSus","24","5",0,24
"FN_A01 P16 50x50 2015","MT","Feliz Natal","FN_A01","P16","50x50",2015,"PaiSus","24","4",0,23
"FN_A01 P17 50x50 2015","MT","Feliz Natal","FN_A01","P17","50x50",2015,"PaiSus","15","10",0,15
"FN_A01 P18 50x50 2015","MT","Feliz Natal","FN_A01","P18","50x50",2015,"PaiSus","20","5",0,19
"FN_A01 P19 50x50 2015","MT","Feliz Natal","FN_A01","P19","50x50",2015,"PaiSus","17","9",0,16
"FN_A01 P20 50x50 2015","MT","Feliz Natal","FN_A01","P20","50x50",2015,"PaiSus","17","4",0,17
"FN_A01 P21 50x50 2015","MT","Feliz Natal","FN_A01","P21","50x50",2015,"PaiSus","32","2",0,32
"FN_A01 P22 50x50 2015","MT","Feliz Natal","FN_A01","P22","50x50",2015,"PaiSus","23","2",0,23
"FN_A01 P23 50x50 2015","MT","Feliz Natal","FN_A01","P23","50x50",2015,"PaiSus","13","0",1,12
"FN_A01 P24 50x50 2015","MT","Feliz Natal","FN_A01","P24","50x50",2015,"PaiSus","22","1",0,22
"FN_A01 P25 50x50 2015","MT","Feliz Natal","FN_A01","P25","50x50",2015,"PaiSus","24","5",1,23
"FN_A01 P26 50x50 2015","MT","Feliz Natal","FN_A01","P26","50x50",2015,"PaiSus","16","0",0,16
"FN_A01 P27 50x50 2015","MT","Feliz Natal","FN_A01","P27","50x50",2015,"PaiSus","15","2",0,15
"FN_A01 P28 50x50 2015","MT","Feliz Natal","FN_A01","P28","50x50",2015,"PaiSus","22","6",0,22
"FN_A01 P29 50x50 2015","MT","Feliz Natal","FN_A01","P29","50x50",2015,"PaiSus","20","2",0,20
"FN_A01 P30 50x50 2015","MT","Feliz Natal","FN_A01","P30","50x50",2015,"PaiSus","20","4",0,20
"FN_A01 P31 50x50 2015","MT","Feliz Natal","FN_A01","P31","50x50",2015,"PaiSus","26","3",0,26
"FN_A01 P32 50x50 2015","MT","Feliz Natal","FN_A01","P32","50x50",2015,"PaiSus","22","0",0,22
"FN_A01 P33 50x50 2015","MT","Feliz Natal","FN_A01","P33","50x50",2015,"PaiSus","16","3",0,16
"FN_A01 P34 50x50 2015","MT","Feliz Natal","FN_A01","P34","50x50",2015,"PaiSus","27","2",0,27
"FN_A01 P35 50x50 2015","MT","Feliz Natal","FN_A01","P35","50x50",2015,"PaiSus","22","2",0,22
"FN_A01 P36 50x50 2015","MT","Feliz Natal","FN_A01","P36","50x50",2015,"PaiSus","19","3",1,18
"HUM_A01 P01 50x50 2014","AC","Humaitá","HUM_A01","P01","50x50",2014,"PaiSus","27","1",0,27
"HUM_A01 P02 50x50 2014","AC","Humaitá","HUM_A01","P02","50x50",2014,"PaiSus","33","2",0,33
"HUM_A01 P03 50x50 2014","AC","Humaitá","HUM_A01","P03","50x50",2014,"PaiSus","26","1",0,26
"HUM_A01 P04 50x50 2014","AC","Humaitá","HUM_A01","P04","50x50",2014,"PaiSus","19","1",0,19
"HUM_A01 P05 50x50 2014","AC","Humaitá","HUM_A01","P05","50x50",2014,"PaiSus","14","3",0,14
"HUM_A01 P06 50x50 2014","AC","Humaitá","HUM_A01","P06","50x50",2014,"PaiSus","31","0",0,31
"HUM_A01 P07 50x50 2014","AC","Humaitá","HUM_A01","P07","50x50",2014,"PaiSus","33","1",0,33
"HUM_A01 P08 50x50 2014","AC","Humaitá","HUM_A01","P08","50x50",2014,"PaiSus","24","1",0,24
"HUM_A01 P09 50x50 2014","AC","Humaitá","HUM_A01","P09","50x50",2014,"PaiSus","18","1",0,18
"HUM_A01 P10 50x50 2014","AC","Humaitá","HUM_A01","P10","50x50",2014,"PaiSus","16","3",0,16
"JAM_A02 T01_P2 50x50 2013","RO","Floresta Nacional do Jamari","JAM_A02","T01_P2","50x50",2013,"PaiSus","19","3",19,0
"JAM_A02 T01_P3 50x50 2013","RO","Floresta Nacional do Jamari","JAM_A02","T01_P3","50x50",2013,"PaiSus","21","1",21,0
"JAM_A02 T01_P4 50x50 2013","RO","Floresta Nacional do Jamari","JAM_A02","T01_P4","50x50",2013,"PaiSus","22","1",22,0
"JAM_A02 T02_P1 50x50 2013","RO","Floresta Nacional do Jamari","JAM_A02","T02_P1","50x50",2013,"PaiSus","20","0",20,0
"JAM_A02 T02_P2 50x50 2013","RO","Floresta Nacional do Jamari","JAM_A02","T02_P2","50x50",2013,"PaiSus","15","3",15,0
"JAM_A02 T02_P3 50x50 2013","RO","Floresta Nacional do Jamari","JAM_A02","T02_P3","50x50",2013,"PaiSus","16","0",16,0
"JAM_A02 T02_P4 50x50 2013","RO","Floresta Nacional do Jamari","JAM_A02","T02_P4","50x50",2013,"PaiSus","19","3",19,0
"JAM_A02 T04_P1 50x50 2013","RO","Floresta Nacional do Jamari","JAM_A02","T04_P1","50x50",2013,"PaiSus","21","1",20,0
"JAM_A02 T04_P2 50x50 2013","RO","Floresta Nacional do Jamari","JAM_A02","T04_P2","50x50",2013,"PaiSus","20","1",20,0
"JAM_A02 T04_P3 50x50 2013","RO","Floresta Nacional do Jamari","JAM_A02","T04_P3","50x50",2013,"PaiSus","26","2",26,0
"JAM_A02 T04_P4 50x50 2013","RO","Floresta Nacional do Jamari","JAM_A02","T04_P4","50x50",2013,"PaiSus","21","3",21,0
"JAM_A02 T05_P1 50x50 2013","RO","Floresta Nacional do Jamari","JAM_A02","T05_P1","50x50",2013,"PaiSus","21","1",21,0
"JAM_A02 T05_P2 50x50 2013","RO","Floresta Nacional do Jamari","JAM_A02","T05_P2","50x50",2013,"PaiSus","27","1",27,0
"JAM_A02 T05_P3 50x50 2013","RO","Floresta Nacional do Jamari","JAM_A02","T05_P3","50x50",2013,"PaiSus","23","0",23,0
"JAM_A02 T05_P4 50x50 2013","RO","Floresta Nacional do Jamari","JAM_A02","T05_P4","50x50",2013,"PaiSus","17","3",17,0
"JAM_A02 T06_P1 50x50 2013","RO","Floresta Nacional do Jamari","JAM_A02","T06_P1","50x50",2013,"PaiSus","19","2",19,0
"JAM_A02 T06_P2 50x50 2013","RO","Floresta Nacional do Jamari","JAM_A02","T06_P2","50x50",2013,"PaiSus","13","0",13,0
"JAM_A02 T06_P3 50x50 2013","RO","Floresta Nacional do Jamari","JAM_A02","T06_P3","50x50",2013,"PaiSus","17","2",17,0
"JAM_A02 T06_P4 50x50 2013","RO","Floresta Nacional do Jamari","JAM_A02","T06_P4","50x50",2013,"PaiSus","12","2",12,0
"JAM_A03 T08_P1 50x50 2013","RO","Floresta Nacional do Jamari","JAM_A03","T08_P1","50x50",2013,"PaiSus","23","1",23,0
"JAM_A03 T08_P2 50x50 2013","RO","Floresta Nacional do Jamari","JAM_A03","T08_P2","50x50",2013,"PaiSus","28","2",28,0
"JAM_A03 T08_P3 50x50 2013","RO","Floresta Nacional do Jamari","JAM_A03","T08_P3","50x50",2013,"PaiSus","19","1",19,0
"JAM_A03 T08_P4 50x50 2013","RO","Floresta Nacional do Jamari","JAM_A03","T08_P4","50x50",2013,"PaiSus","21","2",21,0
"PAR_A01 P01 50x50 2018","PA","Paragominas","PAR_A01","P01","50x50",2018,"PaiSus","63","0",56,7
"PAR_A01 P02 50x50 2018","PA","Paragominas","PAR_A01","P02","50x50",2018,"PaiSus","53","0",42,8
"PAR_A01 P03 50x50 2018","PA","Paragominas","PAR_A01","P03","50x50",2018,"PaiSus","35","4",28,7
"PAR_A01 P04 50x50 2018","PA","Paragominas","PAR_A01","P04","50x50",2018,"PaiSus","23","2",18,5
"PAR_A01 P05 50x50 2018","PA","Paragominas","PAR_A01","P05","50x50",2018,"PaiSus","45","2",42,3
"PAR_A01 P06 50x50 2018","PA","Paragominas","PAR_A01","P06","50x50",2018,"PaiSus","14","3",10,4
"PAR_A01 P07 50x50 2018","PA","Paragominas","PAR_A01","P07","50x50",2018,"PaiSus","35","8",30,5
"PAR_A01 P08 50x50 2018","PA","Paragominas","PAR_A01","P08","50x50",2018,"PaiSus","31","2",27,4
"PAR_A01 P09 50x50 2018","PA","Paragominas","PAR_A01","P09","50x50",2018,"PaiSus","43","4",35,8
"PAR_A01 P10 50x50 2018","PA","Paragominas","PAR_A01","P10","50x50",2018,"PaiSus","30","1",27,3
"PAR_A01 P11 50x50 2018","PA","Paragominas","PAR_A01","P11","50x50",2018,"PaiSus","30","3",25,5
"PAR_A01 P12 50x50 2018","PA","Paragominas","PAR_A01","P12","50x50",2018,"PaiSus","44","1",37,7
"PAR_A01 P14 50x50 2018","PA","Paragominas","PAR_A01","P14","50x50",2018,"PaiSus","39","1",34,5
"PAR_A01 P15 50x50 2018","PA","Paragominas","PAR_A01","P15","50x50",2018,"PaiSus","26","3",22,4
"PAR_A01 P16 50x50 2018","PA","Paragominas","PAR_A01","P16","50x50",2018,"PaiSus","29","6",23,6
"PAR_A01 P17 50x50 2018","PA","Paragominas","PAR_A01","P17","50x50",2018,"PaiSus","38","0",33,5
"PAR_A01 P18 50x50 2018","PA","Paragominas","PAR_A01","P18","50x50",2018,"PaiSus","20","1",16,4
"PAR_A01 P19 50x50 2018","PA","Paragominas","PAR_A01","P19","50x50",2018,"PaiSus","34","1",28,6
"PAR_A01 P20 50x50 2018","PA","Paragominas","PAR_A01","P20","50x50",2018,"PaiSus","33","1",29,4
"PAR_A01 P21 50x50 2018","PA","Paragominas","PAR_A01","P21","50x50",2018,"PaiSus","35","6",30,5
"PAR_A01 P22 50x50 2018","PA","Paragominas","PAR_A01","P22","50x50",2018,"PaiSus","63","5",56,7
"PAR_A01 P23 50x50 2018","PA","Paragominas","PAR_A01","P23","50x50",2018,"PaiSus","41","2",36,5
"PAR_A01 P24 50x50 2018","PA","Paragominas","PAR_A01","P24","50x50",2018,"PaiSus","23","4",19,4
"PAR_A01 P25 50x50 2018","PA","Paragominas","PAR_A01","P25","50x50",2018,"PaiSus","35","1",31,4
"PAR_A01 P26 50x50 2018","PA","Paragominas","PAR_A01","P26","50x50",2018,"PaiSus","33","1",27,6
"PAR_A01 P27 50x50 2018","PA","Paragominas","PAR_A01","P27","50x50",2018,"PaiSus","58","6",49,9
"PAR_A01 P28 50x50 2018","PA","Paragominas","PAR_A01","P28","50x50",2018,"PaiSus","24","1",19,5
"PAR_A01 P29 50x50 2018","PA","Paragominas","PAR_A01","P29","50x50",2018,"PaiSus","41","0",37,4
"PAR_A01 P30 50x50 2018","PA","Paragominas","PAR_A01","P30","50x50",2018,"PaiSus","12","3",10,2
"PAR_A01 P31 50x50 2018","PA","Paragominas","PAR_A01","P31","50x50",2018,"PaiSus","36","1",32,4
"PAR_A01 P32 50x50 2018","PA","Paragominas","PAR_A01","P32","50x50",2018,"PaiSus","33","3",27,5
"PAR_A01 P33 50x50 2018","PA","Paragominas","PAR_A01","P33","50x50",2018,"PaiSus","47","2",41,6
"PAR_A01 P34 50x50 2018","PA","Paragominas","PAR_A01","P34","50x50",2018,"PaiSus","36","3",32,4
"PAR_A01 P35 50x50 2018","PA","Paragominas","PAR_A01","P35","50x50",2018,"PaiSus","49","0",44,5
"PAR_A01 P36 50x50 2018","PA","Paragominas","PAR_A01","P36","50x50",2018,"PaiSus","27","0",23,3
"PAR_A01 P37 50x50 2018","PA","Paragominas","PAR_A01","P37","50x50",2018,"PaiSus","17","0",13,4
"PAR_A01 P38 50x50 2018","PA","Paragominas","PAR_A01","P38","50x50",2018,"PaiSus","43","3",38,5
"PAR_A01 P39 50x50 2018","PA","Paragominas","PAR_A01","P39","50x50",2018,"PaiSus","53","3",47,6
"PAR_A01 P40 50x50 2018","PA","Paragominas","PAR_A01","P40","50x50",2018,"PaiSus","40","3",34,6
"SAN_A01 P01 50x50 2014","PA","Santarem-III","SAN_A01","P01","50x50",2014,"PaiSus","23","1",4,19
"SAN_A01 P02 50x50 2014","PA","Santarem-III","SAN_A01","P02","50x50",2014,"PaiSus","18","2",0,18
"SAN_A01 P03 50x50 2014","PA","Santarem-III","SAN_A01","P03","50x50",2014,"PaiSus","28","1",0,28
"SAN_A01 P04 50x50 2014","PA","Santarem-III","SAN_A01","P04","50x50",2014,"PaiSus","25","2",0,25
"SAN_A01 P05 50x50 2014","PA","Santarem-III","SAN_A01","P05","50x50",2014,"PaiSus","16","1",0,16
"SAN_A01 P06 50x50 2014","PA","Santarem-III","SAN_A01","P06","50x50",2014,"PaiSus","26","2",0,26
"SAN_A01 P07 50x50 2014","PA","Santarem-III","SAN_A01","P07","50x50",2014,"PaiSus","7","3",0,7
"SAN_A01 P08 50x50 2014","PA","Santarem-III","SAN_A01","P08","50x50",2014,"PaiSus","20","1",1,19
"SAN_A02 G01_P01 50x50 2014","PA","Santarem-III","SAN_A02","G01_P01","50x50",2014,"PaiSus","18","0",3,15
"SAN_A02 G01_P02 50x50 2014","PA","Santarem-III","SAN_A02","G01_P02","50x50",2014,"PaiSus","35","2",2,33
"SAN_A02 G01_P03 50x50 2014","PA","Santarem-III","SAN_A02","G01_P03","50x50",2014,"PaiSus","22","3",0,22
"SAN_A02 G02_P05 50x50 2014","PA","Santarem-III","SAN_A02","G02_P05","50x50",2014,"PaiSus","28","2",0,28
"SAN_A02 G02_P06 50x50 2014","PA","Santarem-III","SAN_A02","G02_P06","50x50",2014,"PaiSus","30","3",0,30
"SAN_A02 G02_P07 50x50 2014","PA","Santarem-III","SAN_A02","G02_P07","50x50",2014,"PaiSus","21","2",0,21
"SFI_A01 P01 100x100 2017","AC","Ser_Filipinas_2017","SFI_A01","P01","100x100",2017,"MarVin","467","53",450,0
"SFI_A01 P02 100x100 2017","AC","Ser_Filipinas_2017","SFI_A01","P02","100x100",2017,"MarVin","503","40",472,0
"SFI_A01 P03 100x100 2017","AC","Ser_Filipinas_2017","SFI_A01","P03","100x100",2017,"MarVin","465","33",451,0
"SFI_A01 P04 100x100 2017","AC","Ser_Filipinas_2017","SFI_A01","P04","100x100",2017,"MarVin","406","26",385,0
"SFI_A01 P05 100x100 2017","AC","Ser_Filipinas_2017","SFI_A01","P05","100x100",2017,"MarVin","555","41",529,0
"SFI_A01 P06 100x100 2017","AC","Ser_Filipinas_2017","SFI_A01","P06","100x100",2017,"MarVin","505","71",476,0
"SFI_A01 P07 100x100 2017","AC","Ser_Filipinas_2017","SFI_A01","P07","100x100",2017,"MarVin","573","55",552,0
"SFI_A01 P08 100x100 2017","AC","Ser_Filipinas_2017","SFI_A01","P08","100x100",2017,"MarVin","609","58",590,0
"SFI_A01 P09 100x100 2017","AC","Ser_Filipinas_2017","SFI_A01","P09","100x100",2017,"MarVin","493","55",457,0
"SFI_A01 P10 100x100 2017","AC","Ser_Filipinas_2017","SFI_A01","P10","100x100",2017,"MarVin","516","63",487,0
"SFI_A01 P11 100x100 2017","AC","Ser_Filipinas_2017","SFI_A01","P11","100x100",2017,"MarVin","452","60",431,0
"SFI_A01 P12 100x100 2017","AC","Ser_Filipinas_2017","SFI_A01","P12","100x100",2017,"MarVin","488","31",474,0
"SFI_A01 P13 100x100 2017","AC","Ser_Filipinas_2017","SFI_A01","P13","100x100",2017,"MarVin","566","55",553,0
"SFI_A01 P14 100x100 2017","AC","Ser_Filipinas_2017","SFI_A01","P14","100x100",2017,"MarVin","549","41",535,0
"SFI_A01 P15 100x100 2017","AC","Ser_Filipinas_2017","SFI_A01","P15","100x100",2017,"MarVin","510","36",494,0
"SFX_A01 P01 40x40 2011","PA","São Félix do Xingu","SFX_A01","P01","40x40",2011,"PaiSus","60","1",53,7
"SFX_A01 P02 40x40 2011","PA","São Félix do Xingu","SFX_A01","P02","40x40",2011,"PaiSus","63","5",50,11
"SFX_A01 P03 40x40 2011","PA","São Félix do Xingu","SFX_A01","P03","40x40",2011,"PaiSus","66","8",55,11
"SFX_A01 P04 40x40 2011","PA","São Félix do Xingu","SFX_A01","P04","40x40",2011,"PaiSus","82","6",66,13
"SFX_A01 P05 40x40 2011","PA","São Félix do Xingu","SFX_A01","P05","40x40",2011,"PaiSus","52","6",47,5
"SFX_A01 P06 40x40 2011","PA","São Félix do Xingu","SFX_A01","P06","40x40",2011,"PaiSus","68","3",60,7
"SFX_A01 P07 40x40 2011","PA","São Félix do Xingu","SFX_A01","P07","40x40",2011,"PaiSus","80","6",58,15
"SFX_A01 P08 40x40 2011","PA","São Félix do Xingu","SFX_A01","P08","40x40",2011,"PaiSus","63","2",60,3
"SFX_A01 P09 40x40 2011","PA","São Félix do Xingu","SFX_A01","P09","40x40",2011,"PaiSus","64","7",48,14
"TAL_A01 P04 50x50 2014","AC","Talismã","TAL_A01","P04","50x50",2014,"PaiSus","32","2",1,30
"TAL_A01 P05 50x50 2014","AC","Talismã","TAL_A01","P05","50x50",2014,"PaiSus","18","0",0,18
"TAL_A01 P08 50x50 2014","AC","Talismã","TAL_A01","P08","50x50",2014,"PaiSus","34","2",0,34
"TAL_A01 P09 50x50 2014","AC","Talismã","TAL_A01","P09","50x50",2014,"PaiSus","24","6",1,23
"TAL_A01 P10 50x50 2014","AC","Talismã","TAL_A01","P10","50x50",2014,"PaiSus","13","2",0,13
"TAP_A01 P63 50x50 2018","PA","Floresta Nacional do Tapajós","TAP_A01","P63","50x50",2018,"PaiSus","94","11",93,0
"TAP_A01 P64 50x50 2018","PA","Floresta Nacional do Tapajós","TAP_A01","P64","50x50",2018,"PaiSus","103","34",101,0
"TAP_A01 P65 50x50 2018","PA","Floresta Nacional do Tapajós","TAP_A01","P65","50x50",2018,"PaiSus","126","15",125,0
"TAP_A01 P66 50x50 2018","PA","Floresta Nacional do Tapajós","TAP_A01","P66","50x50",2018,"PaiSus","4","113",4,0
"TAP_A01 P67 50x50 2018","PA","Floresta Nacional do Tapajós","TAP_A01","P67","50x50",2018,"PaiSus","116","15",115,0
"TAP_A01 P68 50x50 2018","PA","Floresta Nacional do Tapajós","TAP_A01","P68","50x50",2018,"PaiSus","118","17",118,0
"TAP_A01 P75 50x50 2018","PA","Floresta Nacional do Tapajós","TAP_A01","P75","50x50",2018,"PaiSus","124","21",122,0
"TAP_A01 P76 50x50 2018","PA","Floresta Nacional do Tapajós","TAP_A01","P76","50x50",2018,"PaiSus","115","17",115,0
